mandante,visitante,resultado,gols_mandante,gols_visitante
Cuiaba,flamengo,flamengo,1,2
corinthians,atletico pr,corinthians,2,1
internacional,goias,internacional,4,2
fortaleza,Avai,fortaleza,2,0
sao paulo,botafogo,botafogo,0,1
coritiba,bragantino,coritiba,2,1
atletico mineiro,ceara,empate,0,0
fluminense,america mineiro,america mineiro,0,2
atletico goianense,palmeiras,empate,1,1
santos,juventude,santos,4,1
flamengo,atletico mineiro,flamengo,1,0
america mineiro,fortaleza,fortaleza,1,2
palmeiras,sao paulo,empate,0,0
ceara,Cuiaba,empate,1,1
juventude,atletico goianense,empate,1,1
botafogo,internacional,internacional,0,1
Avai,fluminense,fluminense,0,3
atletico pr,coritiba,atletico pr,1,0
bragantino,santos,santos,0,2
sao paulo,coritiba,sao paulo,3,1
bragantino,atletico pr,bragantino,4,2
america mineiro,flamengo,flamengo,1,2
santos,corinthians,corinthians,0,1
palmeiras,Avai,palmeiras,3,0
juventude,sao paulo,sao paulo,1,2
fluminense,botafogo,empate,2,2
atletico goianense,ceara,atletico goianense,1,0
Cuiaba,goias,goias,1,2
coritiba,internacional,empate,1,1
fortaleza,atletico mineiro,empate,0,0
flamengo,santos,flamengo,3,2
atletico pr,palmeiras,palmeiras,1,3
botafogo,bragantino,botafogo,2,1
internacional,ceara,internacional,2,1
goias,america mineiro,empate,2,2
corinthians,fluminense,fluminense,0,2
fortaleza,coritiba,fortaleza,3,1
sao paulo,atletico goianense,sao paulo,2,1
atletico mineiro,juventude,atletico mineiro,1,0
Cuiaba,Avai,Cuiaba,1,0
goias,corinthians,empate,0,0
ceara,fluminense,fluminense,0,1
botafogo,Cuiaba,Cuiaba,0,2
sao paulo,atletico mineiro,empate,2,2
atletico pr,goias,atletico pr,3,2
america mineiro,internacional,america mineiro,1,0
atletico goianense,santos,santos,2,3
juventude,coritiba,coritiba,0,1
Avai,bragantino,bragantino,1,2
flamengo,corinthians,corinthians,1,2
palmeiras,fortaleza,palmeiras,4,0
fluminense,sao paulo,fluminense,3,1
santos,Avai,empate,1,1
bragantino,america mineiro,america mineiro,1,4
goias,juventude,goias,1,0
corinthians,ceara,corinthians,1,0
internacional,atletico pr,internacional,2,0
fortaleza,atletico goianense,empate,1,1
coritiba,flamengo,coritiba,1,0
Cuiaba,palmeiras,empate,1,1
atletico mineiro,botafogo,botafogo,0,2
sao paulo,internacional,internacional,0,1
fluminense,goias,fluminense,3,0
coritiba,corinthians,empate,2,2
Avai,ceara,Avai,2,0
fortaleza,bragantino,fortaleza,6,0
atletico goianense,atletico pr,empate,1,1
juventude,flamengo,empate,2,2
palmeiras,america mineiro,palmeiras,2,1
atletico mineiro,Cuiaba,atletico mineiro,3,0
botafogo,santos,botafogo,3,0
flamengo,Avai,Avai,1,2
atletico pr,botafogo,atletico pr,3,0
ceara,juventude,ceara,4,1
america mineiro,atletico goianense,empate,1,1
santos,fortaleza,fortaleza,0,2
Cuiaba,coritiba,Cuiaba,2,1
bragantino,fluminense,fluminense,0,1
corinthians,atletico mineiro,atletico mineiro,0,1
internacional,palmeiras,internacional,3,0
goias,sao paulo,sao paulo,0,4
palmeiras,Cuiaba,palmeiras,2,1
america mineiro,fluminense,fluminense,0,3
bragantino,bahia,bragantino,2,1
atletico pr,goias,atletico pr,2,0
fortaleza,internacional,empate,1,1
botafogo,sao paulo,botafogo,2,1
atletico mineiro,vasco,vasco,1,2
flamengo,coritiba,flamengo,3,0
corinthians,cruzeiro,corinthians,2,1
gremio,santos,gremio,1,0
fluminense,atletico pr,fluminense,2,0
Cuiaba,bragantino,empate,1,1
sao paulo,america mineiro,sao paulo,3,0
cruzeiro,gremio,cruzeiro,1,0
internacional,flamengo,internacional,2,1
santos,atletico mineiro,empate,0,0
vasco,palmeiras,empate,2,2
coritiba,fortaleza,fortaleza,0,3
goias,corinthians,goias,3,1
bahia,botafogo,botafogo,1,2
coritiba,sao paulo,empate,1,1
fortaleza,fluminense,fortaleza,4,2
palmeiras,corinthians,palmeiras,2,1
santos,america mineiro,santos,3,2
bragantino,cruzeiro,cruzeiro,0,3
atletico mineiro,atletico pr,atletico mineiro,2,1
flamengo,botafogo,botafogo,2,3
Cuiaba,gremio,gremio,1,2
internacional,goias,internacional,1,0
vasco,bahia,bahia,0,1
cruzeiro,santos,cruzeiro,2,1
fluminense,vasco,empate,1,1
america mineiro,Cuiaba,Cuiaba,1,2
bahia,coritiba,bahia,3,1
atletico pr,flamengo,atletico pr,2,1
sao paulo,internacional,sao paulo,2,0
gremio,bragantino,empate,3,3
botafogo,atletico mineiro,botafogo,2,0
goias,palmeiras,palmeiras,0,5
corinthians,fortaleza,empate,1,1
santos,bahia,santos,3,0
internacional,atletico pr,atletico pr,0,2
bragantino,america mineiro,empate,2,2
Cuiaba,atletico mineiro,atletico mineiro,0,4
flamengo,goias,flamengo,2,0
cruzeiro,fluminense,fluminense,0,2
palmeiras,gremio,palmeiras,4,1
coritiba,vasco,empate,1,1
botafogo,corinthians,botafogo,3,0
fortaleza,sao paulo,empate,0,0
bahia,flamengo,flamengo,2,3
fluminense,Cuiaba,fluminense,2,0
palmeiras,bragantino,empate,1,1
atletico mineiro,internacional,atletico mineiro,2,0
gremio,fortaleza,empate,0,0
vasco,santos,santos,0,1
corinthians,sao paulo,empate,1,1
atletico pr,coritiba,atletico pr,3,2
america mineiro,cruzeiro,cruzeiro,0,4
goias,botafogo,goias,2,1
bahia,goias,empate,1,1
bragantino,atletico pr,bragantino,2,0
sao paulo,vasco,sao paulo,4,2
america mineiro,fortaleza,america mineiro,2,1
botafogo,fluminense,botafogo,1,0
coritiba,atletico mineiro,atletico mineiro,1,2
santos,palmeiras,empate,0,0
flamengo,corinthians,flamengo,1,0
gremio,internacional,gremio,3,1
cruzeiro,Cuiaba,Cuiaba,0,1
atletico pr,gremio,gremio,1,2
fortaleza,vasco,fortaleza,2,0
flamengo,cruzeiro,empate,1,1
Cuiaba,coritiba,empate,1,1
sao paulo,goias,sao paulo,2,1
internacional,bahia,internacional,2,0
corinthians,fluminense,corinthians,2,0
bragantino,santos,bragantino,2,0
atletico mineiro,palmeiras,empate,1,1
botafogo,america mineiro,botafogo,2,0
fortaleza,bahia,empate,0,0
atletico pr,botafogo,atletico pr,1,0
cruzeiro,atletico mineiro,atletico mineiro,0,1
america mineiro,corinthians,america mineiro,2,0
santos,internacional,empate,1,1
fluminense,bragantino,fluminense,2,1
gremio,sao paulo,gremio,2,1
goias,Cuiaba,Cuiaba,0,1
palmeiras,coritiba,palmeiras,3,1
vasco,flamengo,flamengo,1,4
coritiba,santos,empate,0,0
atletico mineiro,bragantino,empate,1,1
bahia,cruzeiro,empate,2,2
corinthians,Cuiaba,empate,1,1
botafogo,fortaleza,botafogo,2,0
america mineiro,atletico pr,empate,2,2
sao paulo,palmeiras,palmeiras,0,2
internacional,vasco,internacional,2,1
flamengo,gremio,flamengo,3,0
goias,fluminense,empate,2,2
cruzeiro,fortaleza,fortaleza,0,1
sao paulo,atletico pr,sao paulo,2,1
santos,corinthians,corinthians,0,2
fluminense,atletico mineiro,empate,1,1
bahia,palmeiras,bahia,1,0
gremio,america mineiro,gremio,3,1
Cuiaba,botafogo,botafogo,0,1
vasco,goias,goias,0,1
coritiba,internacional,internacional,0,1
bragantino,flamengo,bragantino,4,0
atletico pr,corinthians,atletico pr,1,0
fluminense,bahia,fluminense,2,1
fortaleza,atletico mineiro,fortaleza,2,1
cruzeiro,sao paulo,cruzeiro,1,0
palmeiras,botafogo,botafogo,0,1
gremio,coritiba,gremio,5,1
bragantino,goias,bragantino,2,0
america mineiro,internacional,internacional,1,2
santos,flamengo,flamengo,2,3
vasco,Cuiaba,vasco,1,0
sao paulo,fluminense,sao paulo,1,0
flamengo,fortaleza,flamengo,2,0
bahia,gremio,gremio,1,2
internacional,cruzeiro,empate,0,0
corinthians,bragantino,bragantino,0,1
botafogo,vasco,botafogo,2,0
atletico mineiro,america mineiro,empate,2,2
atletico pr,palmeiras,empate,2,2
Cuiaba,santos,Cuiaba,3,0
goias,coritiba,coritiba,1,2
Cuiaba,bahia,empate,1,1
vasco,cruzeiro,cruzeiro,0,1
atletico mineiro,corinthians,corinthians,0,1
coritiba,america mineiro,coritiba,3,1
palmeiras,flamengo,empate,1,1
santos,goias,santos,4,3
bragantino,sao paulo,empate,0,0
fluminense,internacional,fluminense,2,0
fortaleza,atletico pr,fortaleza,1,0
gremio,botafogo,botafogo,0,2
botafogo,bragantino,botafogo,2,0
cruzeiro,coritiba,empate,0,0
fortaleza,Cuiaba,Cuiaba,0,1
fluminense,flamengo,empate,0,0
sao paulo,santos,sao paulo,4,1
atletico pr,bahia,atletico pr,2,0
internacional,palmeiras,empate,0,0
goias,atletico mineiro,empate,0,0
palmeiras,fortaleza,palmeiras,3,1
flamengo,america mineiro,empate,1,1
Cuiaba,sao paulo,Cuiaba,2,1
bahia,corinthians,empate,0,0
gremio,atletico mineiro,gremio,1,0
bragantino,internacional,empate,0,0
cruzeiro,goias,goias,0,1
santos,botafogo,empate,2,2
vasco,atletico pr,atletico pr,0,2
coritiba,fluminense,coritiba,2,0
fluminense,santos,fluminense,1,0
atletico pr,cruzeiro,empate,3,3
internacional,Cuiaba,Cuiaba,1,2
fortaleza,bragantino,bragantino,0,3
corinthians,vasco,corinthians,3,1
atletico mineiro,flamengo,flamengo,1,2
sao paulo,bahia,empate,0,0
america mineiro,palmeiras,palmeiras,1,4
botafogo,coritiba,botafogo,4,1
goias,gremio,empate,1,1
santos,atletico pr,empate,1,1
goias,fortaleza,goias,1,0
internacional,corinthians,empate,2,2
fluminense,palmeiras,fluminense,2,1
vasco,gremio,vasco,1,0
sao paulo,atletico mineiro,atletico mineiro,0,2
coritiba,bragantino,bragantino,0,1
cruzeiro,botafogo,empate,0,0
bahia,america mineiro,bahia,3,1
Cuiaba,flamengo,Cuiaba,3,0
botafogo,internacional,botafogo,3,1
atletico mineiro,bahia,atletico mineiro,1,0
america mineiro,goias,goias,0,1
gremio,fluminense,gremio,2,1
corinthians,coritiba,corinthians,3,1
fortaleza,santos,fortaleza,4,0
flamengo,sao paulo,empate,1,1
palmeiras,cruzeiro,palmeiras,1,0
bragantino,vasco,empate,1,1
atletico pr,Cuiaba,atletico pr,2,0
internacional,fortaleza,fortaleza,0,1
sao paulo,botafogo,empate,0,0
Cuiaba,palmeiras,palmeiras,0,2
fluminense,america mineiro,fluminense,3,1
cruzeiro,corinthians,empate,1,1
vasco,atletico mineiro,vasco,1,0
bahia,bragantino,bahia,4,0
santos,gremio,santos,2,1
coritiba,flamengo,flamengo,2,3
goias,atletico pr,empate,1,1
flamengo,internacional,empate,0,0
corinthians,goias,empate,1,1
bragantino,Cuiaba,bragantino,2,0
botafogo,bahia,botafogo,3,0
america mineiro,sao paulo,america mineiro,2,1
atletico mineiro,santos,atletico mineiro,2,0
palmeiras,vasco,palmeiras,1,0
fortaleza,coritiba,fortaleza,3,1
atletico pr,fluminense,empate,2,2
gremio,cruzeiro,gremio,3,0
goias,internacional,empate,0,0
atletico pr,atletico mineiro,empate,1,1
botafogo,flamengo,flamengo,1,2
gremio,Cuiaba,gremio,2,0
fluminense,fortaleza,fluminense,1,0
corinthians,palmeiras,empate,0,0
bahia,vasco,empate,1,1
cruzeiro,bragantino,empate,0,0
america mineiro,santos,america mineiro,2,0
flamengo,atletico pr,atletico pr,0,3
internacional,sao paulo,internacional,2,1
santos,cruzeiro,cruzeiro,0,3
fortaleza,corinthians,fortaleza,2,1
coritiba,bahia,bahia,2,4
bragantino,gremio,bragantino,2,0
Cuiaba,america mineiro,empate,2,2
palmeiras,goias,palmeiras,1,0
vasco,fluminense,vasco,4,2
atletico mineiro,botafogo,atletico mineiro,1,0
corinthians,gremio,empate,4,4
bahia,santos,santos,1,2
america mineiro,bragantino,bragantino,0,2
goias,flamengo,empate,0,0
fluminense,cruzeiro,fluminense,1,0
sao paulo,fortaleza,fortaleza,1,2
vasco,coritiba,vasco,5,1
atletico pr,internacional,atletico pr,2,1
gremio,palmeiras,gremio,1,0
corinthians,botafogo,corinthians,1,0
atletico mineiro,Cuiaba,atletico mineiro,1,0
america mineiro,vasco,vasco,0,1
sao paulo,coritiba,sao paulo,2,1
flamengo,bahia,flamengo,1,0
fortaleza,gremio,empate,1,1
sao paulo,corinthians,sao paulo,2,1
Cuiaba,fluminense,Cuiaba,3,0
internacional,atletico mineiro,atletico mineiro,0,2
cruzeiro,america mineiro,empate,1,1
santos,vasco,santos,4,1
coritiba,atletico pr,coritiba,2,0
bragantino,palmeiras,bragantino,2,1
botafogo,goias,empate,1,1
goias,bahia,bahia,4,6
vasco,sao paulo,empate,0,0
corinthians,flamengo,empate,1,1
internacional,gremio,internacional,3,2
fluminense,botafogo,botafogo,0,2
palmeiras,santos,santos,1,2
atletico pr,bragantino,empate,1,1
atletico mineiro,coritiba,coritiba,1,2
fortaleza,america mineiro,fortaleza,3,2
Cuiaba,cruzeiro,empate,0,0
gremio,atletico pr,atletico pr,1,2
coritiba,Cuiaba,Cuiaba,0,3
america mineiro,botafogo,botafogo,1,2
goias,sao paulo,goias,2,0
vasco,fortaleza,vasco,1,0
bahia,internacional,bahia,1,0
cruzeiro,flamengo,flamengo,0,2
palmeiras,atletico mineiro,atletico mineiro,0,2
santos,bragantino,bragantino,1,3
fluminense,corinthians,empate,3,3
Cuiaba,goias,empate,1,1
sao paulo,gremio,sao paulo,3,0
bahia,fortaleza,bahia,2,0
atletico mineiro,cruzeiro,cruzeiro,0,1
flamengo,vasco,flamengo,1,0
internacional,santos,internacional,7,1
bragantino,fluminense,bragantino,1,0
corinthians,america mineiro,empate,1,1
coritiba,palmeiras,palmeiras,0,2
botafogo,atletico pr,empate,1,1
bragantino,atletico mineiro,atletico mineiro,1,2
atletico pr,america mineiro,atletico pr,3,2
fluminense,goias,fluminense,5,3
palmeiras,sao paulo,palmeiras,5,0
cruzeiro,bahia,cruzeiro,3,0
gremio,flamengo,gremio,3,2
Cuiaba,corinthians,corinthians,0,1
vasco,internacional,internacional,1,2
santos,coritiba,santos,2,1
america mineiro,gremio,gremio,3,4
palmeiras,bahia,palmeiras,1,0
atletico mineiro,fluminense,atletico mineiro,2,0
atletico pr,sao paulo,empate,1,1
goias,vasco,empate,1,1
internacional,coritiba,coritiba,3,4
corinthians,santos,empate,1,1
botafogo,Cuiaba,Cuiaba,0,1
bahia,fluminense,bahia,1,0
internacional,america mineiro,empate,1,1
corinthians,atletico pr,corinthians,1,0
flamengo,santos,santos,1,2
coritiba,gremio,gremio,1,2
atletico mineiro,fortaleza,atletico mineiro,3,1
botafogo,palmeiras,palmeiras,3,4
Cuiaba,vasco,vasco,0,2
goias,bragantino,bragantino,0,2
sao paulo,cruzeiro,sao paulo,1,0
gremio,bahia,gremio,1,0
america mineiro,atletico mineiro,empate,1,1
palmeiras,atletico pr,palmeiras,1,0
cruzeiro,internacional,internacional,1,2
fortaleza,flamengo,flamengo,0,2
bragantino,corinthians,bragantino,1,0
coritiba,goias,goias,0,1
vasco,botafogo,vasco,1,0
santos,Cuiaba,empate,0,0
internacional,fluminense,empate,0,0
america mineiro,coritiba,coritiba,0,3
atletico pr,fortaleza,empate,1,1
sao paulo,bragantino,sao paulo,1,0
flamengo,palmeiras,flamengo,3,0
goias,santos,santos,0,1
corinthians,atletico mineiro,empate,1,1
botafogo,gremio,gremio,3,4
bahia,Cuiaba,Cuiaba,0,3
coritiba,cruzeiro,coritiba,1,0
flamengo,fluminense,empate,1,1
palmeiras,internacional,palmeiras,3,0
bragantino,botafogo,empate,2,2
gremio,corinthians,corinthians,0,1
santos,sao paulo,empate,0,0
vasco,america mineiro,vasco,2,1
atletico mineiro,goias,atletico mineiro,2,1
Cuiaba,fortaleza,Cuiaba,2,1
bahia,atletico pr,empate,1,1
fortaleza,cruzeiro,cruzeiro,0,1
fluminense,sao paulo,fluminense,1,0
cruzeiro,vasco,empate,2,2
fortaleza,botafogo,empate,2,2
flamengo,bragantino,flamengo,1,0
corinthians,bahia,bahia,1,5
atletico pr,vasco,empate,0,0
fluminense,coritiba,fluminense,2,1
atletico mineiro,gremio,atletico mineiro,3,0
botafogo,santos,empate,1,1
internacional,bragantino,internacional,1,0
america mineiro,flamengo,flamengo,0,3
sao paulo,Cuiaba,empate,0,0
fortaleza,palmeiras,empate,2,2
goias,cruzeiro,cruzeiro,0,1
vasco,corinthians,corinthians,2,4
santos,fluminense,fluminense,0,3
flamengo,atletico mineiro,atletico mineiro,0,3
Cuiaba,internacional,internacional,0,2
bahia,sao paulo,sao paulo,0,1
coritiba,botafogo,empate,1,1
palmeiras,america mineiro,palmeiras,4,0
gremio,goias,gremio,2,1
cruzeiro,atletico pr,empate,1,1
bragantino,fortaleza,fortaleza,1,2
corinthians,internacional,internacional,1,2
atletico mineiro,sao paulo,atletico mineiro,2,1
flamengo,Cuiaba,flamengo,2,1
palmeiras,fluminense,palmeiras,1,0
botafogo,cruzeiro,empate,0,0
america mineiro,bahia,america mineiro,3,2
fortaleza,goias,fortaleza,1,0
bragantino,coritiba,bragantino,1,0
atletico pr,santos,atletico pr,3,0
gremio,vasco,gremio,1,0
goias,america mineiro,goias,1,0
internacional,botafogo,internacional,3,1
coritiba,corinthians,corinthians,0,2
fluminense,gremio,gremio,2,3
cruzeiro,palmeiras,empate,1,1
bahia,atletico mineiro,bahia,4,1
Cuiaba,atletico pr,Cuiaba,3,0
santos,fortaleza,fortaleza,1,2
sao paulo,flamengo,sao paulo,1,0
vasco,bragantino,vasco,2,1
internacional,bahia,internacional,2,1
criciuma,juventude,empate,1,1
fluminense,bragantino,empate,2,2
sao paulo,fortaleza,fortaleza,1,2
atletico pr,Cuiaba,atletico pr,4,0
vasco,gremio,vasco,2,1
atletico goianense,flamengo,flamengo,1,2
corinthians,atletico mineiro,empate,0,0
cruzeiro,botafogo,cruzeiro,3,2
vitoria,palmeiras,palmeiras,0,1
bahia,fluminense,bahia,2,1
gremio,atletico pr,gremio,2,0
bragantino,vasco,bragantino,2,1
atletico mineiro,criciuma,empate,1,1
fortaleza,cruzeiro,empate,1,1
juventude,corinthians,juventude,2,0
palmeiras,internacional,internacional,0,1
flamengo,sao paulo,flamengo,2,1
botafogo,atletico goianense,botafogo,1,0
fluminense,vasco,fluminense,2,1
gremio,Cuiaba,gremio,1,0
bragantino,corinthians,bragantino,1,0
atletico mineiro,cruzeiro,atletico mineiro,3,0
palmeiras,flamengo,empate,0,0
vitoria,bahia,empate,2,2
atletico pr,internacional,atletico pr,1,0
atletico goianense,sao paulo,sao paulo,0,3
botafogo,juventude,botafogo,5,1
vasco,criciuma,criciuma,0,4
Cuiaba,atletico mineiro,atletico mineiro,0,3
bahia,gremio,bahia,1,0
flamengo,botafogo,botafogo,0,2
cruzeiro,vitoria,cruzeiro,3,1
corinthians,fluminense,corinthians,3,0
fortaleza,bragantino,empate,1,1
juventude,atletico pr,empate,1,1
internacional,atletico goianense,empate,1,1
sao paulo,palmeiras,empate,0,0
fluminense,atletico mineiro,empate,2,2
bragantino,flamengo,empate,1,1
corinthians,fortaleza,empate,0,0
atletico pr,vasco,atletico pr,1,0
vitoria,sao paulo,sao paulo,1,3
botafogo,bahia,bahia,1,2
Cuiaba,palmeiras,palmeiras,0,2
flamengo,corinthians,flamengo,2,0
fortaleza,botafogo,empate,1,1
palmeiras,atletico pr,atletico pr,0,2
atletico goianense,cruzeiro,cruzeiro,0,1
vasco,vitoria,vasco,2,1
bahia,bragantino,bahia,1,0
sao paulo,fluminense,sao paulo,2,1
vitoria,atletico goianense,atletico goianense,0,2
gremio,bragantino,bragantino,0,2
fluminense,juventude,empate,1,1
Cuiaba,internacional,internacional,0,1
corinthians,botafogo,botafogo,0,1
vasco,flamengo,flamengo,1,6
atletico mineiro,bahia,empate,1,1
criciuma,palmeiras,palmeiras,1,2
sao paulo,cruzeiro,sao paulo,2,0
fortaleza,atletico pr,fortaleza,1,0
Cuiaba,vitoria,empate,0,0
juventude,atletico goianense,juventude,1,0
criciuma,Cuiaba,Cuiaba,2,5
atletico goianense,corinthians,empate,2,2
juventude,vitoria,empate,1,1
botafogo,fluminense,botafogo,1,0
bragantino,atletico mineiro,atletico mineiro,1,2
cruzeiro,Cuiaba,cruzeiro,2,1
atletico pr,criciuma,atletico pr,3,1
flamengo,gremio,flamengo,2,1
internacional,sao paulo,empate,0,0
palmeiras,vasco,palmeiras,2,0
bahia,fortaleza,bahia,1,0
bragantino,juventude,bragantino,2,1
fluminense,atletico goianense,atletico goianense,1,2
atletico pr,flamengo,empate,1,1
corinthians,sao paulo,empate,2,2
vitoria,internacional,vitoria,2,1
Cuiaba,fortaleza,Cuiaba,5,0
gremio,botafogo,botafogo,1,2
vasco,cruzeiro,empate,0,0
criciuma,bahia,empate,2,2
atletico mineiro,palmeiras,palmeiras,0,4
botafogo,atletico pr,empate,1,1
atletico goianense,criciuma,criciuma,1,2
fortaleza,gremio,fortaleza,1,0
sao paulo,Cuiaba,Cuiaba,0,1
juventude,vasco,juventude,2,0
cruzeiro,fluminense,cruzeiro,2,0
internacional,corinthians,internacional,1,0
vitoria,atletico mineiro,vitoria,4,2
flamengo,bahia,flamengo,2,1
palmeiras,bragantino,palmeiras,2,1
criciuma,botafogo,criciuma,2,1
gremio,internacional,internacional,0,1
Cuiaba,atletico goianense,empate,0,0
vasco,sao paulo,vasco,4,1
atletico pr,corinthians,empate,1,1
fluminense,flamengo,flamengo,0,1
bahia,cruzeiro,bahia,4,1
atletico mineiro,fortaleza,empate,1,1
palmeiras,juventude,palmeiras,3,1
bragantino,vitoria,bragantino,2,1
botafogo,bragantino,botafogo,2,1
cruzeiro,atletico pr,cruzeiro,2,0
atletico goianense,gremio,empate,1,1
juventude,flamengo,juventude,2,1
corinthians,Cuiaba,empate,1,1
bahia,vasco,bahia,2,1
fortaleza,palmeiras,fortaleza,3,0
internacional,atletico mineiro,atletico mineiro,1,2
fluminense,vitoria,vitoria,0,1
sao paulo,criciuma,sao paulo,2,1
vasco,botafogo,empate,1,1
Cuiaba,bragantino,empate,1,1
atletico mineiro,atletico goianense,empate,1,1
gremio,fluminense,gremio,1,0
fortaleza,juventude,fortaleza,2,1
sao paulo,bahia,sao paulo,3,1
flamengo,cruzeiro,flamengo,2,1
criciuma,internacional,empate,1,1
vitoria,atletico pr,atletico pr,0,1
palmeiras,corinthians,palmeiras,2,0
Cuiaba,botafogo,botafogo,1,2
vasco,fortaleza,vasco,2,0
criciuma,cruzeiro,criciuma,1,0
